District,Year,Week,Number_of_Cases,KDE_baseline
Anuradhapura,2024,26,3,3.834974143877344e-09
Anuradhapura,2024,27,5,4.134559439519016e-09
Anuradhapura,2024,28,6,4.785728153428622e-09
Anuradhapura,2024,29,11,4.725537212209242e-09
Anuradhapura,2024,30,23,5.683242077480622e-09
Anuradhapura,2024,31,5,4.645803957392273e-09
Anuradhapura,2024,32,10,4.450265029167287e-09
Anuradhapura,2024,33,16,5.278267401772876e-09
Anuradhapura,2024,34,7,3.904674806136392e-09
Anuradhapura,2024,35,8,3.444788467996987e-09
Anuradhapura,2024,36,7,3.2194088524531487e-09
Anuradhapura,2024,37,8,3.765256852153077e-09
Anuradhapura,2024,38,3,3.0920157363766866e-09
Anuradhapura,2024,39,9,3.35376022370467e-09
Anuradhapura,2024,40,4,2.9074072566230502e-09
Anuradhapura,2024,41,10,3.597102005790768e-09
Anuradhapura,2024,42,5,2.6318570069632882e-09
Anuradhapura,2024,43,6,4.043279693920144e-09
Anuradhapura,2024,44,9,4.113373678510421e-09
Anuradhapura,2024,45,13,4.215122536533492e-09
Anuradhapura,2024,46,13,4.35732875836471e-09
Anuradhapura,2024,47,18,5.724417590379079e-09
Anuradhapura,2024,48,12,4.581113517066282e-09
Anuradhapura,2024,49,7,3.974756757262715e-09
Anuradhapura,2024,50,18,5.409514643639441e-09
Anuradhapura,2024,51,22,6.185903525908747e-09
Anuradhapura,2024,52,12,5.368894195089085e-09
Anuradhapura,2025,1,27,7.1940596998701514e-09
Anuradhapura,2025,2,20,6.328676882387853e-09
Anuradhapura,2025,3,29,6.803316811333388e-09
Anuradhapura,2025,4,16,5.5282355342196535e-09
Anuradhapura,2025,5,22,6.091794176191608e-09
Anuradhapura,2025,6,39,6.731527768321108e-09
Anuradhapura,2025,7,39,6.731527768321108e-09
Anuradhapura,2025,8,24,5.526264603100282e-09
Anuradhapura,2025,9,18,4.7959710807374205e-09
Anuradhapura,2025,10,25,5.2635133949101215e-09
Anuradhapura,2025,11,12,3.9072765183973045e-09
Anuradhapura,2025,12,8,3.377079278655216e-09
Anuradhapura,2025,13,9,3.82802417483252e-09
Anuradhapura,2025,14,6,3.4507222728648017e-09
Anuradhapura,2025,15,3,3.2158277626176432e-09
Anuradhapura,2025,16,4,3.4979509401285037e-09
Anuradhapura,2025,17,8,5.570800795210864e-09
Anuradhapura,2025,18,10,4.9408919571025885e-09
Anuradhapura,2025,19,11,4.657568213960769e-09
Anuradhapura,2025,20,11,5.176590560270714e-09
Anuradhapura,2025,21,13,5.8197810207732355e-09
Anuradhapura,2025,22,11,5.583191089685769e-09
Anuradhapura,2025,23,10,5.995636134594044e-09
Anuradhapura,2025,24,7,5.35225545447327e-09
Anuradhapura,2025,25,8,7.042098322310257e-09
Anuradhapura,2025,26,17,6.668256091624172e-09
Anuradhapura,2025,27,8,5.6074245772830725e-09
Anuradhapura,2025,28,8,4.824555724897676e-09
Anuradhapura,2025,29,12,6.3312304753539944e-09
Anuradhapura,2025,30,11,6.589793335259379e-09
Anuradhapura,2025,31,3,3.885259315581086e-09
Anuradhapura,2025,32,6,4.268930993068978e-09
Anuradhapura,2025,33,11,3.442427584724063e-09
Anuradhapura,2025,34,6,3.3938071349122445e-09
Anuradhapura,2025,35,9,3.3101356143610314e-09
Anuradhapura,2025,36,2,3.0054581198011354e-09
Anuradhapura,2025,37,6,3.2497129080085894e-09
Anuradhapura,2025,38,3,3.293970989692598e-09
Anuradhapura,2025,39,2,2.284368795522326e-09
Anuradhapura,2025,40,0,1.9340085268732522e-09
Anuradhapura,2025,41,7,2.5076120092172707e-09
Anuradhapura,2025,42,9,2.9364687467566268e-09
Anuradhapura,2025,43,4,2.7504476247455665e-09
Anuradhapura,2025,44,9,3.4945016433125533e-09
Anuradhapura,2025,45,3,2.691531050880923e-09
Anuradhapura,2025,46,8,4.145131385740835e-09
Anuradhapura,2025,47,10,4.463219545193133e-09
Anuradhapura,2025,48,8,3.4287364077885502e-09
Anuradhapura,2025,49,11,3.524664443043431e-09
Anuradhapura,2025,50,12,5.0051914062825854e-09
Anuradhapura,2025,51,13,4.894469144954256e-09
Anuradhapura,2025,52,23,6.337420147594001e-09
Anuradhapura,2026,1,23,6.466425289551807e-09
Anuradhapura,2026,2,27,7.572257736084384e-09
Anuradhapura,2026,3,20,6.06318542193737e-09
Anuradhapura,2026,4,14,6.172800715411836e-09
Anuradhapura,2026,5,24,6.698161332137665e-09
Anuradhapura,2026,6,19,5.41626281373361e-09
Anuradhapura,2026,7,23,5.855334196465832e-09
Anuradhapura,2026,8,15,4.955007707192502e-09
Anuradhapura,2026,9,27,5.370385711004318e-09
Anuradhapura,2026,10,8,3.5818406636144515e-09
Anuradhapura,2026,11,20,5.530763934471158e-09
Anuradhapura,2026,12,13,3.867351710910397e-09
Anuradhapura,2026,13,12,4.490429102248376e-09
Anuradhapura,2026,14,2,1.7251351177276657e-08
Anuradhapura,2026,15,17,4.218547811579383e-09
Anuradhapura,2026,16,4,3.2203356907198077e-09
Anuradhapura,2026,17,15,4.784492728759508e-09
Anuradhapura,2026,18,10,4.0276152492762926e-09
Anuradhapura,2026,19,12,5.543745288384561e-09
Anuradhapura,2026,20,7,5.33287919127903e-09
Anuradhapura,2026,21,13,6.796263942918651e-09
Anuradhapura,2026,22,8,6.42538889950733e-09
Anuradhapura,2026,23,24,1.1784884806640158e-08
Anuradhapura,2026,24,3,6.142674603108568e-08
Anuradhapura,2026,25,51,2.1689433827170004e-08
Badulla,2007,1,0,1.9781848464913296e-09
Badulla,2007,2,2,1.724206879680828e-09
Badulla,2007,3,2,1.165718243061091e-09
Badulla,2007,4,1,1.23799356796641e-09
Badulla,2007,5,1,9.69643531105314e-10
Badulla,2007,6,1,6.492277849852588e-10
Badulla,2007,7,1,5.365309514353429e-10
Badulla,2007,8,0,2.9556057532190435e-10
Badulla,2007,9,1,4.787014516952145e-10
Badulla,2007,10,1,4.932086275879841e-10
Badulla,2007,11,1,4.705698487028979e-10
Badulla,2007,12,1,3.8442498693066145e-10
Badulla,2007,13,0,1.3472383254069368e-10
Badulla,2007,14,1,4.738918223051625e-10
Badulla,2007,15,0,2.2290900920326369e-10
Badulla,2007,16,0,3.360254255118502e-10
Badulla,2007,17,0,2.12535455024447e-10
Badulla,2007,18,0,2.1488094367041667e-10
Badulla,2007,19,0,2.6553542761063333e-10
Badulla,2007,20,1,3.257482250136531e-10
Badulla,2007,21,2,5.706170787977893e-10
Badulla,2007,22,1,3.9489302394473235e-10
Badulla,2007,23,0,3.421735416851713e-10
Badulla,2007,24,0,5.922072641665854e-10
Badulla,2007,25,1,5.459866877195062e-10
Badulla,2007,26,0,3.0271338756980053e-10
Badulla,2007,27,2,4.1497941749205094e-10
Badulla,2007,28,1,1.0538202320142898e-09
Badulla,2007,29,1,7.9085954609042e-10
Badulla,2007,30,4,7.824828391018874e-10
Badulla,2007,31,1,8.234300414158341e-10
Badulla,2007,32,3,8.522578395154309e-10
Badulla,2007,33,1,8.389550274088898e-10
Badulla,2007,34,1,4.280508802767712e-10
Badulla,2007,35,3,9.295004586015249e-10
Badulla,2007,36,1,7.689412122172742e-10
Badulla,2007,37,7,1.175375614659188e-09
Badulla,2007,38,1,6.015723300351043e-10
Badulla,2007,39,3,6.558533611350987e-10
Badulla,2007,40,5,1.2390381717259758e-09
Badulla,2007,41,0,7.22212961300392e-10
Badulla,2007,42,2,6.382301605638715e-10
Badulla,2007,43,2,5.019630454913764e-10
Badulla,2007,44,1,1.0179624990906665e-09
Badulla,2007,45,3,8.855676234059604e-10
Badulla,2007,46,2,8.505895906960477e-10
Badulla,2007,47,0,5.673273338053217e-10
Badulla,2007,48,2,7.496716020972388e-10
Badulla,2007,49,6,1.2925026077540225e-09
Badulla,2007,50,1,1.0144584340503846e-09
Badulla,2007,51,3,8.908092403014382e-10
Badulla,2007,52,5,1.119014569983098e-09
Badulla,2008,1,1,7.043367354698312e-10
Badulla,2008,2,3,7.124815963323485e-10
Badulla,2008,3,2,5.425763716709764e-10
Badulla,2008,4,1,8.36821889552242e-10
Badulla,2008,5,3,9.612486149063275e-10
Badulla,2008,6,0,7.59340497158124e-10
Badulla,2008,7,1,7.66768162966016e-10
Badulla,2008,8,0,8.859346363138521e-10
Badulla,2008,9,0,6.300148086671603e-10
Badulla,2008,10,2,7.010959035184955e-10
Badulla,2008,11,0,5.879403585674933e-10
Badulla,2008,12,1,3.9346675200442813e-10
Badulla,2008,13,2,7.19417111327746e-10
Badulla,2008,14,1,7.841974153569978e-10
Badulla,2008,15,0,3.2121777384016676e-10
Badulla,2008,16,4,7.54158974704385e-10
Badulla,2008,17,8,1.5110337914117132e-09
Badulla,2008,18,0,5.568356102822887e-10
Badulla,2008,19,2,7.554156149900557e-10
Badulla,2008,20,2,3.810712423684276e-10
Badulla,2008,21,0,4.202657853404112e-10
Badulla,2008,22,2,6.177316480018002e-10
Badulla,2008,23,0,5.269933912995935e-10
Badulla,2008,24,1,6.616161281670847e-10
Badulla,2008,25,1,3.734507498297693e-10
Badulla,2008,26,2,5.282208839822188e-10
Badulla,2008,27,2,9.631310414458849e-10
Badulla,2008,28,4,8.984662412283003e-10
Badulla,2008,29,2,6.395682741608967e-10
Badulla,2008,30,3,1.0703730989079657e-09
Badulla,2008,31,1,5.694989144658603e-10
Badulla,2008,32,2,7.609883743471965e-10
Badulla,2008,33,2,6.846183295709771e-10
Badulla,2008,34,3,8.41918350872833e-10
Badulla,2008,35,2,7.005223527664932e-10
Badulla,2008,36,2,6.940170389914797e-10
Badulla,2008,37,2,7.051158822352534e-10
Badulla,2008,38,2,1.1370371331782395e-09
Badulla,2008,39,3,5.462994383819473e-10
Badulla,2008,40,0,4.280160440782184e-10
Badulla,2008,41,0,5.864334758018455e-10
Badulla,2008,42,3,8.201107368969197e-10
Badulla,2008,43,1,7.561526335859957e-10
Badulla,2008,44,1,5.419529838153127e-10
Badulla,2008,45,3,9.110478030909378e-10
Badulla,2008,46,2,7.936743488751201e-10
Badulla,2008,47,3,8.979684426661349e-10
Badulla,2008,48,6,1.3928319614209355e-09
Badulla,2008,49,0,9.083144374996835e-10
Badulla,2008,50,1,9.390800377722574e-10
Badulla,2008,51,1,1.7848141187699391e-09
Badulla,2008,52,1,9.892810744354315e-10
Badulla,2009,1,1,1.7013414151774832e-09
Badulla,2009,2,1,2.199868493494544e-09
Badulla,2009,3,4,1.9762710841631563e-09
Badulla,2009,4,3,2.737797858324636e-09
Badulla,2009,5,2,1.7111950026146794e-09
Badulla,2009,6,2,2.5212348391270048e-09
Badulla,2009,7,3,2.494601060201265e-09
Badulla,2009,8,0,1.547793900899e-09
Badulla,2009,9,1,1.5770802364171517e-09
Badulla,2009,10,2,1.7068452572898322e-09
Badulla,2009,11,1,2.293833994195243e-09
Badulla,2009,12,0,2.435757309826304e-09
Badulla,2009,13,2,2.0143332033264003e-09
Badulla,2009,14,0,1.757835068757283e-09
Badulla,2009,15,0,4.5935699275306065e-10
Badulla,2009,16,4,1.4920413705254971e-09
Badulla,2009,17,2,5.019264996354754e-09
Badulla,2009,18,6,5.256439659542177e-09
Badulla,2009,19,3,3.809849105326236e-09
Badulla,2009,20,1,7.653000708691404e-09
Badulla,2009,21,9,7.967281369895374e-09
Badulla,2009,22,6,1.30214054067408e-08
Badulla,2009,23,12,1.184458138558835e-08
Badulla,2009,24,11,1.4920795071065706e-08
Badulla,2009,25,36,1.6301656598850337e-08
Badulla,2009,26,18,1.5719052189379044e-08
Badulla,2009,27,9,9.490083580969924e-09
Badulla,2009,28,7,1.376481632729384e-08
Badulla,2009,29,7,1.1176038949766168e-08
Badulla,2009,30,8,1.2188976427957682e-08
Badulla,2009,31,8,9.625654051763211e-09
Badulla,2009,32,2,7.605190869670201e-09
Badulla,2009,33,19,9.79652840946015e-09
Badulla,2009,34,3,6.6283726623209e-09
Badulla,2009,35,4,3.126658685520147e-09
Badulla,2009,36,3,3.4117764992837767e-09
Badulla,2009,37,5,4.345353639044266e-09
Badulla,2009,38,7,4.5794798406062945e-09
Badulla,2009,39,7,3.5310016990926495e-09
Badulla,2009,40,8,4.2327865090623165e-09
Badulla,2009,41,4,3.8946614794652545e-09
Badulla,2009,42,1,4.548469647270218e-09
Badulla,2009,43,3,4.492264289185998e-09
Badulla,2009,44,4,3.2509888000607512e-09
Badulla,2009,45,7,3.1547627002104683e-09
Badulla,2009,46,8,3.700704682916372e-09
Badulla,2009,47,7,2.858700091231466e-09
Badulla,2009,48,1,3.1454406173033483e-09
Badulla,2009,49,3,4.57964593463128e-09
Badulla,2009,50,7,4.883183326560614e-09
Badulla,2009,51,5,3.227338578459611e-09
Badulla,2009,52,4,3.505210620155931e-09
Badulla,2009,53,17,4.719110065319541e-09
Badulla,2010,1,19,7.731480935988957e-09
Badulla,2010,2,6,4.72477285034575e-09
Badulla,2010,3,18,3.671506879864271e-09
Badulla,2010,4,4,3.2405167686240973e-09
Badulla,2010,5,14,6.809447654831547e-09
Badulla,2010,6,14,6.416807525393235e-09
Badulla,2010,7,13,6.699771055827463e-09
Badulla,2010,8,10,5.37583319753105e-09
Badulla,2010,9,4,4.117410085911657e-09
Badulla,2010,10,6,4.2802503909502765e-09
Badulla,2010,11,17,5.113083888343074e-09
Badulla,2010,12,6,2.309599863629756e-09
Badulla,2010,13,1,1.213002277979559e-09
Badulla,2010,14,6,1.7391948694062999e-09
Badulla,2010,15,9,1.7404998990141059e-09
Badulla,2010,16,13,5.505312909767316e-09
Badulla,2010,17,3,2.9388972952069154e-09
Badulla,2010,18,12,4.137266889436522e-09
Badulla,2010,19,15,3.764931059047677e-09
Badulla,2010,20,2,2.101939937347936e-09
Badulla,2010,21,10,4.46337470853817e-09
Badulla,2010,22,22,6.004375651573371e-09
Badulla,2010,23,10,5.937079996096325e-09
Badulla,2010,24,4,2.340813295129548e-09
Badulla,2010,25,19,6.25341622544971e-09
Badulla,2010,26,37,1.0866397037969261e-08
Badulla,2010,27,37,9.444238315018258e-09
Badulla,2010,28,47,1.081420967684839e-08
Badulla,2010,29,47,9.464041941214672e-09
Badulla,2010,30,63,1.2924974496858567e-08
Badulla,2010,31,70,1.651282529753356e-08
Badulla,2010,32,112,1.5661075831135996e-08
Badulla,2010,33,38,6.892709706669868e-09
Badulla,2010,34,42,8.266397256519473e-09
Badulla,2010,35,44,7.46978313196483e-09
Badulla,2010,36,18,3.760023122700176e-09
Badulla,2010,37,10,3.0367842718138012e-09
Badulla,2010,38,8,1.630407782929424e-09
Badulla,2010,39,9,2.5444491776910166e-09
Badulla,2010,40,9,2.941108486723899e-09
Badulla,2010,41,5,1.8911680616755758e-09
Badulla,2010,42,8,1.591401730126526e-09
Badulla,2010,43,4,1.3776062546768643e-09
Badulla,2010,44,9,1.8774977524323687e-09
Badulla,2010,45,3,1.3639415503426151e-09
Badulla,2010,46,4,1.340374772179538e-09
Badulla,2010,47,3,1.0519875494930725e-09
Badulla,2010,48,6,1.3126521030518685e-09
Badulla,2010,49,8,1.5341341654640121e-09
Badulla,2010,50,8,1.3105255318290076e-09
Badulla,2010,51,1,6.808870250622231e-10
Badulla,2010,52,5,1.088856874407609e-09
Badulla,2011,1,2,5.843660915849681e-10
Badulla,2011,2,1,4.364184327708644e-10
Badulla,2011,3,5,1.0746323202081882e-09
Badulla,2011,4,1,1.1052833322114215e-09
Badulla,2011,5,6,1.3069937035955806e-09
Badulla,2011,6,5,1.1500580128690533e-09
Badulla,2011,7,4,1.2464406155995772e-09
Badulla,2011,8,0,1.0135701938579039e-09
Badulla,2011,9,1,1.1823279700962388e-09
Badulla,2011,10,1,1.4340805710520932e-09
Badulla,2011,11,4,1.4990122190498618e-09
Badulla,2011,12,4,1.5865108744137111e-09
Badulla,2011,13,0,1.1031046148564724e-09
Badulla,2011,14,3,1.3698487554229905e-09
Badulla,2011,15,3,8.755926880845192e-10
Badulla,2011,16,6,3.156255371971613e-09
Badulla,2011,17,15,3.7213144733274057e-09
Badulla,2011,18,9,3.6861180726464812e-09
Badulla,2011,19,2,1.7199716198995842e-09
Badulla,2011,20,2,1.5035876236048055e-09
Badulla,2011,21,6,3.296054968387751e-09
Badulla,2011,22,10,3.956661823494907e-09
Badulla,2011,23,17,4.079329461310429e-09
Badulla,2011,24,11,2.527866280027127e-09
Badulla,2011,25,11,3.833906702256624e-09
Badulla,2011,26,41,6.8975261558623865e-09
Badulla,2011,27,73,9.344559880666364e-09
Badulla,2011,28,25,5.256256483502723e-09
Badulla,2011,29,28,6.088422453326408e-09
Badulla,2011,30,24,4.924133036483899e-09
Badulla,2011,31,13,2.7548987809936664e-09
Badulla,2011,32,13,2.564627353471201e-09
Badulla,2011,33,15,2.9808910466500963e-09
Badulla,2011,34,7,2.9915786004927946e-09
Badulla,2011,35,15,3.747910083419981e-09
Badulla,2011,36,6,2.3044033165083783e-09
Badulla,2011,37,3,3.6638245166208176e-09
Badulla,2011,38,5,2.9372623214175033e-09
Badulla,2011,39,9,3.8150447659221895e-09
Badulla,2011,40,7,4.245098570743384e-09
Badulla,2011,41,8,4.779949863394298e-09
Badulla,2011,42,14,5.2119390507594645e-09
Badulla,2011,43,10,5.248050197024655e-09
Badulla,2011,44,16,4.712579102533022e-09
Badulla,2011,45,1,1.6023689027335864e-09
Badulla,2011,46,9,4.034584073558412e-09
Badulla,2011,47,12,4.455602972734426e-09
Badulla,2011,48,12,6.8115594268289995e-09
Badulla,2011,49,15,5.056854605349902e-09
Badulla,2011,50,7,5.566218985385359e-09
Badulla,2011,51,7,5.65979253704238e-09
Badulla,2011,52,5,5.157277579079309e-09
Badulla,2012,1,5,4.527600387530344e-09
Badulla,2012,2,16,4.614541785736557e-09
Badulla,2012,3,6,4.388770511333108e-09
Badulla,2012,4,6,4.388770511333108e-09
Badulla,2012,5,3,4.812206347499392e-09
Badulla,2012,6,4,3.856848943611206e-09
Badulla,2012,7,3,4.027751477136648e-09
Badulla,2012,8,1,3.628326301514208e-09
Badulla,2012,9,2,2.9955728989429264e-09
Badulla,2012,10,1,2.6259495936339612e-09
Badulla,2012,11,3,2.9423911700570737e-09
Badulla,2012,12,0,8.022960584422155e-10
Badulla,2012,13,1,2.5691336213737375e-09
Badulla,2012,14,1,2.0930027475115758e-09
Badulla,2012,15,2,1.356017220909556e-09
Badulla,2012,16,7,3.968225056900683e-09
Badulla,2012,17,0,3.1249968559533264e-10
Badulla,2012,18,1,4.865208594738188e-10
Badulla,2012,19,0,4.975280986190186e-10
Badulla,2012,20,0,3.140945941503845e-10
Badulla,2012,21,0,4.0476207534868035e-10
Badulla,2012,22,0,5.10660086751153e-10
Badulla,2012,23,0,7.068069939319136e-10
Badulla,2012,24,0,9.155026391434783e-10
Badulla,2012,25,0,4.15085020236632e-10
Badulla,2012,26,0,7.087102043044713e-10
Badulla,2012,27,0,5.358734745981451e-10
Badulla,2012,28,2,1.1180813948099423e-09
Badulla,2012,29,0,7.328010115926642e-10
Badulla,2012,30,1,1.132758979437165e-09
Badulla,2012,31,2,3.349163577359146e-09
Badulla,2012,32,10,4.698513650092888e-09
Badulla,2012,33,6,4.098825708581264e-09
Badulla,2012,34,4,4.732678375639363e-09
Badulla,2012,35,5,3.3152598681406275e-09
Badulla,2012,36,8,3.999691735504625e-09
Badulla,2012,37,3,2.9764719167643995e-09
Badulla,2012,38,10,3.3425016466157494e-09
Badulla,2012,39,11,3.3397259797172286e-09
Badulla,2012,40,14,4.268251617430388e-09
Badulla,2012,41,6,3.5132571116308367e-09
Badulla,2012,42,13,5.109337721417252e-09
Badulla,2012,43,3,2.5794929325383528e-09
Badulla,2012,44,7,4.440131509639062e-09
Badulla,2012,45,2,2.468475163068975e-09
Badulla,2012,46,6,3.5838990687321317e-09
Badulla,2012,47,10,4.085640624288474e-09
Badulla,2012,48,8,3.2133987535850497e-09
Badulla,2012,49,12,4.32931588576545e-09
Badulla,2012,50,15,4.57185519686704e-09
Badulla,2012,51,2,1.8106978742747019e-09
Badulla,2012,52,12,2.7731470962464934e-09
Badulla,2013,1,6,2.577182593952333e-09
Badulla,2013,2,9,2.7218766508580443e-09
Badulla,2013,3,6,1.9664413622770334e-09
Badulla,2013,4,9,3.0347256972859875e-09
Badulla,2013,5,3,2.3243158230066097e-09
Badulla,2013,6,0,2.0596715792114187e-09
Badulla,2013,7,12,3.091913288107924e-09
Badulla,2013,8,0,3.690896297964821e-09
Badulla,2013,9,9,3.3526715129541867e-09
Badulla,2013,10,14,4.524335333903165e-09
Badulla,2013,11,6,2.9538169004518738e-09
Badulla,2013,12,3,1.4437817462481826e-09
Badulla,2013,13,2,1.7014236409323543e-09
Badulla,2013,14,7,2.8357552700407754e-09
Badulla,2013,15,5,2.0131714607276074e-09
Badulla,2013,16,6,2.5805048567118397e-09
Badulla,2013,17,5,2.2643240988313588e-09
Badulla,2013,18,11,2.9608790314893567e-09
Badulla,2013,19,7,3.6016143231625887e-09
Badulla,2013,20,3,2.1992661213192965e-09
Badulla,2013,21,0,1.4487755178495818e-09
Badulla,2013,22,2,2.5915490875845037e-09
Badulla,2013,23,10,3.749341143783372e-09
Badulla,2013,24,5,3.41313115467043e-09
Badulla,2013,25,11,4.194828498208651e-09
Badulla,2013,26,10,3.2934490701278654e-09
Badulla,2013,27,16,5.10336367911212e-09
Badulla,2013,28,22,4.7138692763853374e-09
Badulla,2013,29,4,3.6798444439194476e-09
Badulla,2013,30,13,4.308442200561921e-09
Badulla,2013,31,8,3.78202082690498e-09
Badulla,2013,32,7,3.564207849747656e-09
Badulla,2013,33,9,4.240474523581539e-09
Badulla,2013,34,4,3.0232538598984215e-09
Badulla,2013,35,15,3.3129902864452277e-09
Badulla,2013,36,7,2.983113981177024e-09
Badulla,2013,37,5,2.526698000912842e-09
Badulla,2013,38,8,2.4207689100249544e-09
Badulla,2013,39,6,2.49986181054329e-09
Badulla,2013,40,4,2.1963160587081316e-09
Badulla,2013,41,5,1.3480778147815814e-09
Badulla,2013,42,5,1.4332938920372403e-09
Badulla,2013,43,7,2.5848371832674104e-09
Badulla,2013,44,6,1.339653372880822e-09
Badulla,2013,45,6,2.6511051196641946e-09
Badulla,2013,46,6,2.114523721642306e-09
Badulla,2013,47,10,2.632814071564264e-09
Badulla,2013,48,4,1.6600036104104495e-09
Badulla,2013,49,7,2.3322703418165926e-09
Badulla,2013,50,3,2.2875162622068255e-09
Badulla,2013,51,5,2.232034912980016e-09
Badulla,2013,52,9,2.8194884452405683e-09
Badulla,2014,1,11,3.234567754771776e-09
Badulla,2014,2,9,2.739777947409481e-09
Badulla,2014,3,3,1.9360737158190536e-09
Badulla,2014,4,10,2.4692021172531193e-09
Badulla,2014,5,7,1.8355130618021379e-09
Badulla,2014,6,12,2.2750109856641687e-09
Badulla,2014,7,9,2.05549573269584e-09
Badulla,2014,8,14,2.965660063411448e-09
Badulla,2014,9,3,1.4231305874055513e-09
Badulla,2014,10,16,2.2689201450623018e-09
Badulla,2014,11,2,1.7463563057363613e-09
Badulla,2014,12,9,2.274029610147597e-09
Badulla,2014,13,4,1.5107365900224954e-09
Badulla,2014,14,4,1.5843817043597784e-09
Badulla,2014,15,1,5.543314964791448e-10
Badulla,2014,16,0,6.216360159917444e-10
Badulla,2014,17,2,1.7899291930438687e-09
Badulla,2014,18,2,1.3802294249083816e-09
Badulla,2014,19,1,9.145603356382598e-10
Badulla,2014,20,4,1.3493783543414438e-09
Badulla,2014,21,7,2.956339856974852e-09
Badulla,2014,22,20,5.299994328147872e-09
Badulla,2014,23,10,5.835368885345222e-09
Badulla,2014,24,23,7.479704546651287e-09
Badulla,2014,25,16,9.43479231118906e-09
Badulla,2014,26,9,6.422490499865725e-09
Badulla,2014,27,8,4.718231427084401e-09
Badulla,2014,28,31,8.938424849988066e-09
Badulla,2014,29,8,6.7623702498595755e-09
Badulla,2014,30,14,5.804994057061484e-09
Badulla,2014,31,10,4.087408061524089e-09
Badulla,2014,32,11,4.774076087338917e-09
Badulla,2014,33,22,6.084328358475756e-09
Badulla,2014,34,16,4.938251612727488e-09
Badulla,2014,35,13,4.800083383781448e-09
Badulla,2014,36,8,3.557933538645623e-09
